Sent,Recv
111,37
109,37
106,37
105,37
99,37
105,37
106,37
113,37
122,37
133,37
150,37
174,37
201,37
228,37
233,37
233,38
233,38
233,38
233,0
233,38
233,0
233,38
233,38
233,38
233,38
224,38
197,38
172,0
144,38
121,38
104,37
86,0
76,37
66,0
59,37
57,37
57,37
60,37
60,37
66,37
71,0
78,0
80,0
90,37
94,37
95,37
104,37
109,0
110,37
113,0
113,37
111,37
112,37
117,37
116,37
116,37
118,37
119,37
116,37
118,0
122,37
117,37
121,0
119,37
121,37
122,37
122,37
122,37
119,37
123,37
120,37
123,37
123,0
124,37
124,0
122,38
122,0
127,38
126,0
128,37
127,37
125,37
130,37
128,37
130,37
129,38
134,37
130,0
132,37
134,37
133,0
137,37
140,37
137,0
140,38
135,38
141,38
142,38
142,38
147,38
146,0
147,38
148,38
146,38
149,38
155,38
150,0
154,38
156,38
162,0
161,38
160,38
165,0
162,38
167,38
164,38
170,38
168,38
168,38
171,38
173,38
173,38
176,0
175,38
178,38
179,38
179,38
179,38
181,38
182,38
186,0
184,38
185,38
190,38
185,38
185,0
186,38
183,38
184,38
184,38
186,38
185,38
185,38
187,38
186,0
183,38
182,38
185,38
184,38
178,38
180,38
180,0
181,38
180,38
178,38
177,38
175,38
173,38
172,38
172,38
171,38
166,38
167,38
167,38
165,38
164,38
164,38
159,38
157,0
158,38
159,38
159,38
156,38
151,38
152,38
151,38
150,38
149,38
145,38
146,0
145,37
145,38
141,0
140,0
135,37
138,37
137,37
135,37
136,0
135,38
130,38
134,38
131,38
132,38
128,38
130,37
129,37
129,37
128,0
127,37
124,37
123,37
124,38
125,38
123,38
125,38
123,38
122,0
122,0
123,37
123,0
126,37
120,37
121,37
122,37
121,37
120,0
118,37
119,37
118,37
117,37
118,37
118,37
121,37
121,37
118,37
119,0
116,0
118,37
120,37
121,0
118,37
121,37
116,0
116,37
120,37
122,37
120,0
118,37
114,37
115,37
119,37
118,0
116,0
119,37
119,37
120,37
119,37
121,37
118,37
118,37
120,37
116,37
124,37
119,37
119,37
119,37
122,37
120,37
115,37
121,37
118,0
118,37
116,37
119,37
117,37
118,37
118,37
122,37
122,37
118,0
118,37
118,37
120,37
118,37
117,37
120,37
117,37
118,37
115,0
120,0
122,0
120,37
121,37
117,37
119,0
116,37
118,0
120,37
118,37
115,37
116,37
115,37
119,37
122,37
121,37
114,37
121,37
120,37
115,37
118,37
120,37
119,37
116,37
119,37
114,37
118,37
120,37
118,37
117,0
120,0
120,37
121,37
120,37
120,37
119,37
118,37
118,37
